Name,Description,Material
The Jack in Coal Herringbone Check,"Momma always said, “If it ain't broke, don’t fix it”. That pretty much sums up how we feel about the shirt that started it all for us. We designed The Jack with the sole aim of creating the best shirt a guy can get, and though we’ve made some minor tweaks over the years (like switching to a more responsible 100% organic cotton) we’ve left the core elements of The Jack virtually untouched. This iteration sports a contrasty Coal Check that pairs perfectly with the double stitched dark horn buttons and a Herringbone weave that will pick up some killer character over time. Yeah, it’s a gorgeous new look, but it’s the same old Jack. Because Momma was right. ","Our responsibly sourced 100% organic cotton retains all of the benefits of regular cotton (moisture wicking, temperature regulation and durability) without the hefty environmental impact. We take that responsibility one step further by building The Jack with double-needle felled construction so it stays in your wardrobe and out of a landfill, year after year. "
The Ledge Shirt in Blue Plaid,"Quickly becoming a crowd favorite, The Ledge Shirt is a work shirt well equipped for just about any job. Stacked with useful details like dual button-through chest pockets including a built-in functional pen slot, our signature easy going California collar, and a perfected fit for all day comfort while still looking sharp—The Ledge Shirt is just one wear away from becoming your new go-to daily driver. This new Blue Plaid iteration is a perfect spring edition that looks great with a trusty pair of jeans or even a classic chino trouser. Toss it on over one of our Cotton Hemp Tees, or if there’s some chill in the air layer it with one of our Heavy Bag Henleys for a bit of extra warmth. ","Built from a burly 7-oz. organic cotton twill for durability but washed down for a soft, lived-in feel right out of the box, The Ledge Shirt is equal parts work and weekend. We didn’t hold back any of the construction details though—tough double needle felled seams, lock-stitched buttons and buttonholes, bar tacked reinforcements in high stress areas, and handsome natural buttons mean this isn’t one you’ll have to worry about falling short of expectations. It’ll be in your wardrobe for years to come."
The Ledge Shirt in Rust Plaid,"Quickly becoming a crowd favorite, The Ledge Shirt is a work shirt well equipped for just about any job. Stacked with useful details like dual button-through chest pockets including a built-in functional pen slot, our signature easy going California collar, and a perfected fit for all day comfort while still looking sharp—The Ledge Shirt is just one wear away from becoming your new go-to daily driver. This new Rust Plaid iteration looks great with a trusty pair of jeans or even a classic chino trouser. Toss it on over one of our Cotton Hemp Tees, or if there’s some chill in the air layer it with one of our Heavy Bag Henleys for a bit of extra warmth.","Built from a burly 7-oz. organic cotton twill for durability but washed down for a soft, lived-in feel right out of the box, The Ledge Shirt is equal parts work and weekend. We didn’t hold back any of the construction details though—tough double needle felled seams, lock-stitched buttons and buttonholes, bar tacked reinforcements in high stress areas, and handsome natural buttons mean this isn’t one you’ll have to worry about falling short of expectations. It’ll be in your wardrobe for years to come."
The Jack in Rust Plaid Oxford,"At a glance, our signature shirt may seem like any other Oxford (albeit a handsome one), but it’s when you get up close that the Jack really shines. That’s because we’ve poured over a decade of passion and expertise into every detail of its design. From the Responsible organic cotton makeup to the expertly tailored fit, to its rugged, double-needle felled construction, The Jack is a noticeable step up from your basic button-down and this head-turning new Rust Plaid iteration is no exception. Straightforward design, thoughtful details, and Long Haul construction—that's the Jack.","Our 100% organic Oxford material has a buttery smooth hand feel, but don’t let that fool you—it’s sturdy enough to tackle your toughest day on the job. And thanks to its immaculately tailored design (with high armholes to prevent bunching and a measured hem that looks great tucked in or untucked) it can pull overtime when the workday rolls into a night out."
The Jack in Dark Navy Oxford,"The Oxford button-down is a stylish wardrobe staple with endless versatility, so it’s no surprise that our signature Oxford, The Jack, has become a mainstay of our roster. Its burly 100% organic cotton basket weave and double-needle felled construction make it sturdy enough to stand up to the roughest workday, while peerless tailoring and a clean, pleatless design means it’s snazzy enough for your next night on the town. We’ve given this deep Navy iteration a thorough garment dye and wash for a soft, lived-in feel on the very first wear. ","Our 5.5-oz. Oxford material is the perfect weight for every season and the 100% organic cotton construction means it’s as easy on the environment as it is on the eyes. The Jack is finished with natural, double-stitched buttons and a single rounded chest pocket. "
The Jack in Natural Oxford,"The Oxford button-down is a stylish wardrobe staple with endless versatility, so it’s no surprise that our signature Oxford, The Jack, has become a mainstay of our roster. Its burly 100% organic cotton basket weave and double-needle felled construction make it sturdy enough to stand up to the roughest workday, while peerless tailoring and a clean, pleatless design means it’s snazzy enough for your next night on the town. We’ve given this timeless Natural Oxford iteration a thorough garment dye and wash for a soft, lived-in feel on the very first wear. ","Our 5.5-oz. Oxford material is the perfect weight for every season and the 100% organic cotton construction means it’s as easy on the environment as it is on the eyes. The Jack is finished with natural, double-stitched buttons and a single rounded chest pocket. "
The Jack in Teal Oxford,"The Oxford button-down is a stylish wardrobe staple with endless versatility, so it’s no surprise that our signature Oxford, The Jack, has become a mainstay of our roster. Its burly 100% organic cotton basket weave and double-needle felled construction make it sturdy enough to stand up to the roughest workday, while peerless tailoring and a clean, pleatless design means it’s snazzy enough for your next night on the town. We’ve given this rich Teal iteration a thorough garment dye and wash for a soft, lived-in feel on the very first wear. ","Our 5.5-oz. Oxford material is the perfect weight for every season and the 100% organic cotton construction means it’s as easy on the environment as it is on the eyes. The Jack is finished with natural, double-stitched buttons and a single rounded chest pocket. "
The Utility Shirt in Dark Slate Heavy Bag,"The same rugged build quality and peerless tailoring that earned The Utility Shirt a reputation as a versatile menswear workhorse, now in our signature 100% recycled and upcycled Heavy Bag material. When we designed The Utility Shirt, we had one thing in mind; creating a garment that could stand up to whatever your workday throws at it and still look sharp enough for a night on the town. Whether you’re stepping up your workday fits or you need something extra rugged for the garage, the ‘shop, or the studio, The Utility Shirt’s tailored fit and meticulous double-needle construction will take you far. ","100% upcycled and recycled materials means production of The Utility Shirt in Russet Heavy Bag and the yarn itself is completely waterless and emits only trace amounts of CO2. To put that in perspective, it takes nearly 1,200 gallons of water for conventional manufacturing. That’s one mighty small footprint for a work shirt capable of running your daily gauntlet year after year. We’ve finished it off with a garment-dye and wash for a soft, vintage feel right off the rack. "
The Utility Shirt in Dark Charcoal Heavy Bag,"The same rugged build quality and peerless tailoring that earned The Utility Shirt a reputation as a versatile menswear workhorse, now in our signature 100% recycled and upcycled Heavy Bag material. When we designed The Utility Shirt, we had one thing in mind; creating a garment that could stand up to whatever your workday throws at it and still look sharp enough for a night on the town. Whether you’re stepping up your workday fits or you need something extra rugged for the garage, the ‘shop, or the studio, The Utility Shirt’s tailored fit and meticulous double-needle construction will take you far. ","100% upcycled and recycled materials means production of The Utility Shirt in Russet Heavy Bag and the yarn itself is completely waterless and emits only trace amounts of CO2. To put that in perspective, it takes nearly 1,200 gallons of water for conventional manufacturing. That’s one mighty small footprint for a work shirt capable of running your daily gauntlet year after year. We’ve finished it off with a garment-dye and wash for a soft, vintage feel right off the rack. "
The Utility Shirt in Russet Heavy Bag,"The same rugged build quality and peerless tailoring that earned The Utility Shirt a reputation as a versatile menswear workhorse, now in our signature 100% recycled and upcycled Heavy Bag material. When we designed The Utility Shirt, we had one thing in mind; creating a garment that could stand up to whatever your workday throws at it and still look sharp enough for a night on the town. Whether you’re stepping up your workday fits or you need something extra rugged for the garage, the ‘shop, or the studio, The Utility Shirt’s tailored fit and meticulous double-needle construction will take you far. ","100% upcycled and recycled materials means production of The Utility Shirt in Russet Heavy Bag and the yarn itself is completely waterless and emits only trace amounts of CO2. To put that in perspective, it takes nearly 1,200 gallons of water for conventional manufacturing. That’s one mighty small footprint for a work shirt capable of running your daily gauntlet year after year. We’ve finished it off with a garment-dye and wash for a soft, vintage feel right off the rack. "
The California in Astoria Plaid,"Our California shirt embodies the laid back, industrious, earth conscious vibes of our beloved home state, so it’s no surprise that the design is close to our hearts. What we didn’t expect was how much our TS family would love it too. It seems the lightweight feel, tailored silhouette and rugged double needle felled construction make the California a no-nonsense, no-brainer for folks from all fifty states and beyond. This new Astoria Plaid iteration is the perfect pair for everything from slacks, to chinos to your favorite pair of battered blue jeans, so you can take some California spirit with you no matter the occasion.","The California uses 4-oz cotton and uncompromising craftsmanship for a lightweight feel that’s sturdy enough for year round wear. Conventional cotton production is to blame for about 25% of the world's pesticide usage, but our 100% organic stuff doesn’t use a drop. Not to mention what it saves on water. Finished with our signature California collar, a measured hem that looks great tucked or untucked, and a single rounded chest pocket, the California in Astoria Plaid is a laid back looker with surprising work ethic and world class Responsibility. "
The Nomad Hoodie in Flax Twill,"Crafted from an ultra cozy wool and cotton blend with a touch of nylon for boosted durability, The Nomad Hoodie in Flax Twill is an easygoing garment that’s tough enough to take on some serious mileage. Its burly 14-oz weight is substantial enough to beat back the chill, but breathable enough to bring you through the warmer months without breaking a sweat. Though its relaxed fit may feel like you’re wrapped up in your favorite blanket, tasteful touches (such as hemmed sleeves and a two-piece hood that lays down flat) and top tier tailoring lend The Nomad plenty of curb appeal for a trip into town—or into the wilds, for that matter.  ","We’ve put quite a few hours into the recipe for this wool/cotton blend, and we think the results speak for themselves. Wool is beloved by avid outdoorsmen for its breathability, odor resistance and ability to keep you warm even when wet, while cotton remains a ubiquitous stalwart for its durability and temperature regulating properties. Add in just a touch of super durable nylon and you’ve got a material that’s equally suited for a cozy day on the couch or a treacherous mountain trail. "
The Crawford Sweater in Marled Natural,"Granddad has had a lot of years to learn the ins-and-outs of style and comfort, so take a page from pop-pop’s playbook with a classy shawl collar cardigan. The Crawford Sweater in Marled Natural is a true menswear classic that’s just as comfy on a morning hike as it is curled up with a book by the fireplace. Seed stitch construction and light horn buttons keep the vibes vintage while the versatile silhouette means The Crawford can lend some sophistication to your most casual outfit. And with 100% BCI cotton, this cardigan is as Responsible as it is refined. It’s a modern take on a time-tested tradition that you can proudly pass down when you have some grandkids of your own.","We’re proud to be partnered with The Better Cotton Initiative (BCI), the world’s largest non-profit organization committed to reducing the environmental impact of cotton production and improving the livelihoods of communities in cotton-producing areas. It means we can bring you some of the finest cotton on the planet while staying true to our Responsible mission statement. With The Crawford Sweater in Marled Natural, you’re not just looking good, you’re cozying up to a good cause. "
The Brume Sweater in Navy Birdseye,"The Brume Sweater utilizes an intricate, birdseye stitch pattern to achieve a textured effect resembling fog (or brume). The stitched detailing along the ribbed cuffs, hem and collar lend The Brume a vintage, thrift store vibe, and with it’s ultra-versatile Navy coloring is an easy way to add a bit of texture to just about any outfit. And with 100% BCI cotton construction, this misty mid-layer is as Responsible as they come. ","The Better Cotton Initiative is the world's largest non-profit organization committed to bettering the lives of people in cotton producing areas, implementing sustainable farming practices to protect and restore the environment. It’s a cause our expert craftsmen are passionate about, and it shows in the intricately woven 7 gauge yarn construction of The Brume. Built For The Long Haul, not the landfill.  "
The Shackleton Hoodie in Russet,"We can’t control the weather, but we can control how we prepare for it. The Shackleton Hoodie features a burly 12-oz hood that uses enamel snaps in place of a traditional drawstring for a cleaner look that doesn’t compromise on functionality. The ribbed detailing makes for a cool vintage look, while the organic cotton construction (with some added stretch) makes the Shakleton a real update in Responsibility. This Russet colorway sports some classic charm that goes well with just about anything. ","The 11-oz. French terry is the perfect weight for fall and spring, or for use as a mid-layer once winter rolls in. We’ve opted for a slightly heavier hood to keep your head cozy in cooler climates. The organic and upcycled cotton construction, with some recycled poly for stretch, means your movement can be as free and easy as your conscience. Say hello to your new favorite hoodie, For The Long Haul. "
The Morse Pant in Sand Slub,"By mixing a bit of linen into our 100% organic cotton we’ve created a pant that’s rugged enough for fieldwork, and refined enough for a night out, with slub texture that will make the most devout denim heads rethink their wardrobe. Gentlemen, meet The Morse Pant. We’ve outfitted these pants with a slew of rugged features (like bar-tack reinforced pockets, triple-needle stitching, and tough-as-nails YKK hardware), and given them a clean silhouette that’s easy to dress up or down. This stylish Sand Slub iteration has been given a thorough wash to reveal its amazing slub texture and give it a soft, lived-in feel on the very first wear. ","Linen fibers are an average of 30% stronger than those of cotton, and by interweaving the two in just the right proportions we’ve managed to create a material that’s breathable, durable, and slubby enough to give Japanese selvage a run for its money. Finishing touches like angled slash access to our signature map print pocketing and a tailored silhouette make The Morse Pant a real wardrobe workhorse from workweek to weekend. "
The Morse Pant in Russet Slub,"By mixing a bit of linen into our 100% organic cotton we’ve created a pant that’s rugged enough for fieldwork, and refined enough for a night out, with slub texture so rich, you may just think there’s some Morse Code written into the fabric. Gentlemen, meet The Morse Pant. We’ve outfitted these pants with a slew of rugged features (like bar-tack reinforced pockets, triple-needle stitching, and tough-as-nails YKK hardware), and given them a clean silhouette that’s easy to dress up or down. This attractive Russet Slub iteration has been given a thorough wash to reveal its amazing slub texture and give it a soft, lived-in feel on the very first wear. ","Linen fibers are an average of 30% stronger than those of cotton, and by interweaving the two in just the right proportions we’ve managed to create a material that’s breathable, durable, and slubby enough to give Japanese selvage a run for its money. Finishing touches like angled slash access to our signature map print pocketing and a tailored silhouette make The Morse Pant a real wardrobe workhorse from workweek to weekend. "
The Morse Pant in Dark Charcoal Slub,"By mixing a bit of linen into our 100% organic cotton we’ve created a pant that’s rugged enough for fieldwork, and refined enough for a night out, with slub texture so rich, you may just think there’s some Morse Code written into the fabric. Gentlemen, meet The Morse Pant. We’ve outfitted these pants with a slew of rugged features (like bar-tack reinforced pockets, triple-needle stitching, and tough-as-nails YKK hardware), and given them a clean silhouette that’s easy to dress up or down. This beautiful Dark Charcoal Slub iteration has been given a thorough wash to reveal its amazing slub texture and give it a soft, lived-in feel on the very first wear. ","Linen fibers are an average of 30% stronger than those of cotton, and by interweaving the two in just the right proportions we’ve managed to create a material that’s breathable, durable, and slubby enough to give Japanese selvage a run for its money. Finishing touches like angled slash access to our signature map print pocketing and a tailored silhouette make The Morse Pant a real wardrobe workhorse from workweek to weekend. "
The Morse Short in Dark Charcoal Linen,"Built from a breathable yet sturdy organic cotton/linen blend and tailored to perfection, The Morse Short is a warm weather go-to with looks to spare. With an array of functional features like easy slash access to our signature map-print pocketing and dependable YKK hardware, they’re as ready for a treacherous trek as they are that next backyard barbeque. We’ve finished off this timeless Dark Charcoal Linen version with a thorough garment wash to bring out its incredible slub texture. The Morse Short is designed for casual comfort, and built For The Long Haul.","As well as being supremely breathable, the linen in this blend also gives The Morse Short a substantial boost in durability, making them equally well suited to a lazy summer day as they are a sweltering bout in the field. But the real star of the show is their rich slub texture that will develop more character with each wash and wear. And since we’ve bolstered them with triple needle stitching and bar tack reinforced pockets, The Morse Short will be sprucing up your simple summer fits for years to come."
The Morse Short in Russet Linen,"Built from a breathable yet sturdy organic cotton/linen blend and tailored to perfection, The Morse Short is a warm weather go-to with looks to spare. With an array of functional features like easy slash access to our signature map-print pocketing and dependable YKK hardware, they’re as ready for a treacherous trek as they are that next backyard barbeque. We’ve finished off this striking Russet Linen version with a thorough garment wash to bring out its incredible slub texture. The Morse Short is designed for casual comfort, and built For The Long Haul.","As well as being supremely breathable, the linen in this blend also gives The Morse Short a substantial boost in durability, making them equally well suited to a lazy summer day as they are a sweltering bout in the field. But the real star of the show is their rich slub texture that will develop more character with each wash and wear. And since we’ve bolstered them with triple needle stitching and bar tack reinforced pockets, The Morse Short will be sprucing up your simple summer fits for years to come."
The Morse Short in Dark Slate Linen,"Built from a breathable yet sturdy cotton/linen blend and tailored to perfection, The Morse Short is a warm weather go-to with looks to spare. With an array of functional features like easy slash access to our signature map-print pocketing and dependable YKK hardware, they’re as ready for a treacherous trek as they are that next backyard barbeque. We’ve finished off this timeless Dark Slate Linen version with a thorough garment wash to bring out its incredible slub texture. The Morse Short is designed for casual comfort, and built For The Long Haul.","Built from a breathable yet sturdy organic cotton/linen blend and tailored to perfection, The Morse Short is a warm weather go-to with looks to spare. With an array of functional features like easy slash access to our signature map-print pocketing and dependable YKK hardware, they’re as ready for a treacherous trek as they are that next backyard barbeque. We’ve finished off this handsome Dark Slate Linen version with a thorough garment wash to bring out its incredible slub texture. The Morse Short is designed for casual comfort, and built For The Long Haul."
The Morse Short in Sand Linen,"Built from a breathable yet sturdy organic cotton/linen blend and tailored to perfection, The Morse Short is a warm weather go-to with looks to spare. With an array of functional features like easy slash access to our signature map-print pocketing and dependable YKK hardware, they’re as ready for a treacherous trek as they are that next backyard barbeque. We’ve finished off this timeless Sand Linen version with a thorough garment wash to bring out its incredible slub texture. The Morse Short is designed for casual comfort, and built For The Long Haul.","As well as being supremely breathable, the linen in this blend also gives The Morse Short a substantial boost in durability, making them equally well suited to a lazy summer day as they are a sweltering bout in the field. But the real star of the show is their rich slub texture that will develop more character with each wash and wear. And since we’ve bolstered them with triple needle stitching and bar tack reinforced pockets, The Morse Short will be sprucing up your simple summer fits for years to come."
The Dalton Jacket in Rust,"Modeled after the British Royal Navy’s “Foul Weather Jacket” of the mid-1970s, our Dalton Jacket is designed to be virtually impenetrable. With a slew of utility focused features like DWR waterproofing, an adjustable hood, internal waist drawcord and a snap storm front, this jacket is made to withstand the most extreme weather, while peerless craftsmanship and exceptional tailoring means it’s handsome enough for less daunting occasions, too. So whether you’re taking to the high seas for queen and country or simply making a rain soaked run to the grocery store, The Dalton Jacket has you covered, For The Long Haul.","The Dalton is built with an equal focus on resilience and Responsibility. It’s shell uses 100% organic cotton (which requires much less water to produce than the traditional stuff) and DWR treated nylon for durability and water resistance. We’ve also lined it with organic cotton and recycled nylon, reducing the environmental impact of it’s production even further. Lastly, from the YKK snaps to the Conmar two way zipper, every bit of hardware on the Dalton is built to withstand a lifetime of hard usage. "
The Navigator Jacket in Natural and Navy Colorblock,"The Navigator Jacket in Natural and Navy Colorblock is designed to take on the roughest conditions, and traverse the harshest environments, so you’re protected no matter where the trail leads. The 100% BCI cotton shell is wash waxed by the masters at Halley Stevensons, so it’ll have no problem beating back the storm when brutal weather rolls in, and the polyester mesh lining increases air circulation to keep you cool and dry. We’ve loaded the Navigator with functional features like an adjustable shock cord at the bottom hem, a vented back panel and a packable hood. Throw in a storm flap and enough pocket space to stow your essentials while keeping your hands toasty, and you’ve got a veritable outerwear swiss army knife for the avid outdoorsman. ","The Better Cotton Initiative is a global non-profit organization committed to sustainable farming practices and the economic well-being of people living in cotton producing areas. Needless to say, we’re pretty darn proud to have their seal of approval on this one. To go a step further, we worked with the weatherproofing experts at Halley Stevensons to give this piece a washable waxed finish to keep the elements at bay. As the modern design of our new Navigator Jacket indicates, we’re fans of innovation, but every now and then the old way of doing things is just better. Here’s to heritage solutions, For The Long Haul. "
The Quilted Bomber Vest in Olive Dry Wax,"We’re streamlined the time-tested Bomber formula (including classic ribbing at the collar) to create a versatile, all-conditions vest built with Responsible components and weatherproofed with a little help from our buddies at Halley Stevensons in the UK. All of the features of our fan-favorite Bomber—including a two-way zipper along the front, lower welt hand-warmer pockets, and interior snap pockets to store essentials—return, but thanks to its low-profile form factor it’s easier than ever to layer with other gear.  ","Fans of our past collaborations with Halley Stevensons know what to expect here: a uniquely versatile weatherproofed garment that laughs in the face of foul forecasts. Wax is highly effective at blocking moisture, and it can be reapplied over and over to keep you protected For The Long Haul. We’ve bolstered The Bomber Vest’s 100% organic cotton shell with a lightweight quilted lining (made with recycled nylon) and insulated it with cozy recycled polyester. "
The Apres Short in Natural Pinwale,"Our signature Après Short is back in full bloom, just in time for the spring. This Pinwale iteration uses 100% organic cotton and boasts some incredible texture that will age beautifully with each passing season. We’ve finished them with a ton of handy features like a tin-tipped drawcord, two slash front pockets and some handsome light horn button-through rear pockets. While The Après Short is designed with leisure in mind, they’ll stand up to a hot day of hard labor with flying colors. ","This 100% organic cotton pinwale may have a light touch on the environment—saving a ton of water and side stepping harmful pesticides—but it’s heavy handed in the durability department. We’ve outfitted The Après Short with our signature organic cotton map print pocketing before giving them a thorough garment dye and wash for a soft, easy feel from the very first wear. "
The Apres Short in Dark Navy Pinwale,"Our signature Après Short is back in full bloom, just in time for the spring. This Pinwale iteration uses 100% organic cotton and boasts some incredible texture that will age beautifully with each passing season. We’ve finished them with a ton of handy features like a tin-tipped drawcord, two slash front pockets and some handsome dark horn button-through rear pockets. While The Après Short is designed with leisure in mind, they’ll stand up to a hot day of hard labor with flying colors. ","This 100% organic cotton pinwale may have a light touch on the environment—saving a ton of water and side stepping harmful pesticides—but it’s heavy handed in the durability department. We’ve outfitted The Après Short with our signature organic cotton map print pocketing before giving them a thorough garment dye and wash for a soft, easy feel from the very first wear. "
The Apres Short in Ocean Pinwale,"Our signature Après Short is back in full bloom, just in time for the spring. This Pinwale iteration uses 100% organic cotton and boasts some incredible texture that will age beautifully with each passing season. We’ve finished them with a ton of handy features like a tin-tipped drawcord, two slash front pockets and some handsome light horn button-through rear pockets. While The Après Short is designed with leisure in mind, they’ll stand up to a hot day of hard labor with flying colors. ","This 100% organic cotton pinwale may have a light touch on the environment—saving a ton of water and side stepping harmful pesticides—but it’s heavy handed in the durability department. We’ve outfitted The Après Short with our signature organic cotton map print pocketing before giving them a thorough garment dye and wash for a soft, easy feel from the very first wear. "
The Apres Short in Rust Pinwale,"Our signature Après Short is back in full bloom, just in time for the spring. This Pinwale iteration uses 100% organic cotton and boasts some incredible texture that will age beautifully with each passing season. We’ve finished them with a ton of handy features like a tin-tipped drawcord, two slash front pockets and some handsome light horn button-through rear pockets. While The Après Short is designed with leisure in mind, they’ll stand up to a hot day of hard labor with flying colors. ","This 100% organic cotton pinwale may have a light touch on the environment—saving a ton of water and side stepping harmful pesticides—but it’s heavy handed in the durability department. We’ve outfitted The Après Short with our signature organic cotton map print pocketing before giving them a thorough garment dye and wash for a soft, easy feel from the very first wear. "
The Utility Shirt in Salt and Pepper Twill,"“Utility Shirt” isn’t just some catchy nomenclature, it’s a declaration. When you’re pulling extra hours, the 100% organic cotton wicks away moisture to keep you comfortable. When the situation calls for hard labor, the rugged double-stitch construction and bar-tacked stress points are as work-ready as you are. And when it’s time to clean up for a meeting with the boss, the tailored silhouette, nuanced Salt & Pepper colorway and luxury touches (like painted black buttons and a cut that stays tucked when you need it) ensure you’re looking as sharp as you feel. A single shirt that can carry you from punching in at the job to that date night reservation? Now that’s true Utility. ","Loomed from 7-oz. organic cotton that offers all of the durable, moisture-wicking temperature regulation of cotton without the harmful environmental impact. This shirt is as soft as it is tough and the beautiful painted black buttons are double-stitched to stand the test of time, or whatever else you throw at em’. 100% organic, responsibly sourced cotton plus our usual obsession with quality craftsmanship equals 100% peace of mind, For The Long Haul. "
The Apres Pant in Coal Double Cloth,"We lounge almost as hard as we work—and that's saying something—so developing relaxation gear that ticks all of the comfort boxes without sacrificing durability has always been a labor of love for us. The latest iteration of The Après Pant offers all of the classic coziness of your favorite pair of sweats, but kicks things up a notch with some dashing good looks and the same meticulous construction you've come to expect from our products. As far as we're concerned, loungewear shouldn't be lazy. ","Double Cloth is precisely what it sounds like: two textiles woven together to increase durability. In the case of our latest Après Pant, the result is a rugged and texturally rich pair of casual pants that are equal parts cozy and sharp. We’ve given them a wash for some luxurious softness right out of the box, and even added a touch of stretch to the organic cotton to enhance mobility."
The Reserve Shirt in Khaki Herringbone,"Drawing inspiration from the USMC P44 shirt jacket of the 1940s, The Reserve Shirt in Khaki Herringbone is a laid back layering piece with some serious utility. We’ve honored the Reserve shirt’s history with vintage style tin donut hole buttons, a flat hem and rugged interior reinforcement on the pockets, then updated it with 100% organic cotton construction and a tailored silhouette. The subtle Herringbone texture gives an elevated look and feel to this classic Khaki colorway, and the garment wash means it will be buttery soft right out of the box. The Reserve is your new trusted battle buddy, For The Long Haul. ","For The Reserve Shirt in Khaki Herringbone, we set out to create a material that’s as reliable as it is Responsible. The 8.5-oz organic cotton shell uses a fraction of the water needed for standard production (nearly 1,200 gallons on average) and the handsome Herringbone stitch pattern lends it a killer hand feel that will pick up more character with each wash and wear. Sturdy double-needle felled construction means The Reserve shirt will be at your service years after your other shirts have kicked the bucket."
The Short Sleeve Jack in Gold Diamond,"Clean lines, considered details, and a ton of character—for our money, the Short Sleeve Jack is just about the perfect summer shirt. We’ve taken the signature oxford that started it all for us, chopped the sleeves down to a perfect 9” length and shortened up the hem for a more casual look designed to get you through the warmer months in style. All of the hard wearing features that earned The Jack its legendary status in our roster are present—a tailored fit, lock stitched buttons and sturdy double needle felled construction—so while this iteration may ring in at a lighter weight, it’s well equipped to outlive anything in your closet.","Our organic cotton boasts all of the breathable, durable benefits of the conventional stuff without the hefty toll on the environment, and our uncompromising craftsmanship ensures it will stay in your wardrobe and out of a landfill long after lesser garments are dumpster-bound. While all of that makes us pretty darn proud, we think the fit, feel and legendary look of our signature short sleeve button down is just as impressive as its Responsibility. Say hello to your new summer go-to for every occasion—The Short Sleeve Jack."
The Short Sleeve Hawthorne in Rust Stripe,"With its easy-going camp collar (meant to be worn wide open), tidy front placket and a healthy dose of vintage visual appeal, our Short Sleeve Hawthorne is the perfect antidote to a sweltering day, and a winning wingman for those wild summer nights. While the shorter hem and lightweight feel keep things cool and breezy, The Short Sleeve Hawthorne is built to the same unwavering standards as the rest of our rugged roster. This retro-inspired Rust Stripe colorway offers up personality and striking texture in equal measure, turning your simplest summer fit into a stylistic statement.","The Short Sleeve Hawthorne is made from 100% organic cotton at a lean 3.5-oz weight, so it’s as light on the environment as it is in the hand. Sturdy double-needle felled construction and lock stitched buttons make this summertime staple just as rugged as its cold weather cousins, while a thorough garment wash ensures it has that soft, well-loved feel from the very first wear."
The Short Sleeve Jack in Ash Floral,"Clean lines, considered details, and a ton of character—for our money, the Short Sleeve Jack is just about the perfect summer shirt. We’ve taken the signature Oxford that started it all for us, chopped the sleeves down to a perfect 9” length and shortened up the hem for a more casual look designed to get you through the warmer months in style. All of the hard wearing features that earned The Jack its legendary status in our roster are present—a tailored fit, lock stitched buttons and sturdy double-needle felled construction—so while this iteration may ring in at a lighter weight, it’s well equipped to outlive anything in your closet.","Our organic cotton boasts all of the breathable, durable benefits of the conventional stuff without the hefty toll on the environment, and our uncompromising craftsmanship ensures it will stay in your wardrobe and out of a landfill long after lesser garments are dumpster-bound. While all of that makes us pretty darn proud, we think the fit, feel and legendary look of our signature short sleeve button down is just as impressive as its Responsibility. Say hello to your new summer go-to for every occasion—The Short Sleeve Jack."
The Short Sleeve Hawthorne in Navy Wave,"With its tidy front placket, easy-going camp collar (meant to be worn open, of course) and a hefty helping of personality, The Short Sleeve Hawthorne is a cherished and long standing springtime tradition around here. While its shorter hem and lightweight feel keep things cool and breezy, The Short Sleeve Hawthorne is built to the same unwavering standards as the rest of our rugged roster. This striking Navy Wave colorway offers up some killer texture that will turn even the simplest seasonal fit into a stylistic statement. ","The Short Sleeve Hawthorne is made from 100% organic cotton at a lean 4-oz weight, so it’s as light on the environment as it is in the hand. Sturdy double-needle felled construction and lock stitched buttons make this summertime staple just as rugged as its cold weather cousins, while a thorough garment wash ensures it has that soft, well-loved feel from the very first wear. "
The Short Sleeve California in Navy Hemp,"Outstanding build quality, meticulous detailing, and an unmistakable, laid back style have maintained The California’s status as a staple in our roster (and our wardrobes) for years. For this short sleeve iteration, we’ve opted for 100% hemp construction. It’s a far sight better for the environment than most materials out there and makes for a lightweight shirt with surprising durability. Finished with a thorough wash for a lived-in feel from the first wear. ","Hemp is a humble crop with some impressive credentials. It requires barely any water to thrive, produces the longest, strongest natural fibers known to man, and actively absorbs CO2 from the atmosphere—making it a carbon negative resource. It’s no wonder why we felt an immediate affinity for the stuff, and when you try on The Short Sleeve California for the first time, we think you’ll feel it too.  "
The Short Sleeve California in Army Hemp,"Outstanding build quality, meticulous detailing, and an unmistakable, laid back style have maintained The California’s status as a staple in our roster (and our wardrobes) for years. For this short sleeve iteration, we’ve opted for 100% hemp construction. It’s a far sight better for the environment than most materials out there and makes for a lightweight shirt with surprising durability. Finished with a thorough wash for a lived-in feel from the first wear. ","Hemp is a humble crop with some impressive credentials. It requires barely any water to thrive, produces the longest, strongest natural fibers known to man, and actively absorbs CO2 from the atmosphere—making it a carbon negative resource. It’s no wonder why we felt an immediate affinity for the stuff, and when you try on The Short Sleeve California for the first time, we think you’ll feel it too.  "
